name,name_c,img,price,no_rates,rating_100,released,system_name,processor,windows,storage,display,Wifi,bluetooth,camera,slim,hdmi,usb,spec_score
HP 14s-dy2508TU (6X360PA) Laptop (C...,HP 14s-dy2508TU (6X360PA) Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-14s-dy2508tu-6x360pa-152443-v1-small-1.jpg?tr=q-80,37990,12837,86,Aug 2022,- Windows 11,"Intel Core i3 (11th Gen) 1.7 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17 mm,HDMI Port,,74
HP Pavilion x360 14-ek0074TU (6Q0Y9...,HP Pavilion x360 14-ek0074TU (6Q0Y9PA) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-x360-14-ek0074tu-6q0y9pa-152444-v1-small-1.jpg?tr=q-80,71990,219,82,Aug 2022,- Windows 11,"Intel Core i5 (12th Gen) 1.3 Ghz, Deca-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,76
Asus VivoBook 15 X515JA-EJ382WS Lap...,Asus VivoBook 15 X515JA-EJ382WS Laptop (Core i3 10th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x515ja-ej382ws-152855-v1-small-1.jpg?tr=q-80,28330,299,82,Aug 2022,- Windows 11,"Intel Core i3 (10th Gen) 3.4 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,Slim 20 mm,HDMI Port,,
Asus ZenBook Pro 14 Duo OLED Intel ...,Asus ZenBook Pro 14 Duo OLED Intel Evo UX8402ZA-LM711WS Laptop (Core i7 12th Gen/16 GB/1 TB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-duo-oled-ux8402za-lm711ws-152309-v1-small-1.jpg?tr=q-80,158812,7,54,Aug 2022,- Windows 11,Intel Core i7 (12th Gen) 2.3 Ghz,Windows 11,"16 GB LPDDR5 RAM, 1 TB SSD","14.5"" (36.83 cm), 2880 x 1800 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 19.6 mm,HDMI Port,,80
Asus ZenBook Pro 14 Duo OLED Intel ...,Asus ZenBook Pro 14 Duo OLED Intel Evo UX8402ZE-LM921WS Laptop (Core i9 12th Gen/32 GB/1 TB SSD/Windows 45234 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-duo-oled-ux8402ze-lm921ws-152308-v1-small-1.jpg?tr=q-80,163716,12,76,Aug 2022,- Windows 11,Intel Core i9 (12th Gen) 5.0 Ghz,Windows 11,"32 GB LPDDR5 RAM, 1 TB SSD","14.5"" (36.83 cm), 2880 x 1800 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,85
Asus ZenBook Pro 14 Duo OLED UX8402...,Asus ZenBook Pro 14 Duo OLED UX8402ZA-M501WS Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-duo-oled-ux8402za-m501ws-152311-v1-small-1.jpg?tr=q-80,99980,11,88,Aug 2022,- Windows 11,Intel Core i5 (12th Gen) 2.5 Ghz,Windows 11,"16 GB LPDDR5 RAM, 512 GB SSD","14.5"" (36.83 cm), 2880 x 1800 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,78
Dell Inspiron 15 3511 (D560842WIN9B...,Dell Inspiron 15 3511 (D560842WIN9B) Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/dell/dell-3511-d560842win9b-154577-v1-small-1.jpg?tr=q-80,37990,192,80,Aug 2022,- Windows 11,"Intel Core i3 (11th Gen) 1.7 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
Dell Inspiron 15 3525 (D560831WIN9S...,Dell Inspiron 15 3525 (D560831WIN9SE) Laptop (AMD Dual Core Ryzen 3/8 GB/256 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/dell/dell-3525-d560831win9se-152312-v1-small-1.jpg?tr=q-80,36690,15,90,Aug 2022,- Windows 11,AMD Dual-Core Ryzen 3 (3250U) 2.6 Ghz,Windows 11,"8 GB DDR4 RAM, 256 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 16.9 mm,HDMI Port,,
Lenovo Ideapad Slim 3 15IIL05 (81WE...,Lenovo Ideapad Slim 3 15IIL05 (81WE01QSIN) Laptop (Core i3 10th Gen/4 GB/256 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-slim-3-15iil05-81we01qsin-154673-v1-small-1.jpg?tr=q-80,27999,147,88,Aug 2022,- Windows 11,"Intel Core i3 (10th Gen) 1.2 Ghz, Dual-Core",Windows 11,"4 GB DDR4 RAM, 256 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,
Asus TUF Gaming F15 FX506LHB-HN374W...,Asus TUF Gaming F15 FX506LHB-HN374WS Laptop (Core i5 10th Gen/16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-fx506lhb-hn374ws-152367-v1-small-1.jpg?tr=q-80,76900,47,92,Aug 2022,- Windows 11,"Intel Core i5 (10th Gen) 2.5 Ghz, Quad-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,,,3 USB Ports,
Asus TUF Dash F15 FX517ZC-HN109WS L...,Asus TUF Dash F15 FX517ZC-HN109WS Laptop (Core i7 12th Gen/8 GB/1 TB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-fx517zc-hn109ws-153399-v1-small-1.jpg?tr=q-80,94249,227,90,Aug 2022,- Windows 11,"Intel Core i7 (12th Gen) 2.3 Ghz, Deca-Core",Windows 11,"8 GB DDR5 RAM, 1 TB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 20.7 mm,HDMI Port,,85
Lenovo Ideapad Slim 3 (81X800LCIN) ...,Lenovo Ideapad Slim 3 (81X800LCIN) Laptop (Core i3 11th Gen/8 GB/256 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-ideapad-slim-3-81x800lcin-laptop-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-153159-v3-small-1.jpg?tr=q-80,35499,2306,82,Aug 2022,- Windows 11,"Intel Core i3 (11th Gen) 3.0 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 256 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, TN LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,
Asus VivoBook 14 X415EA-EK322WS Lap...,Asus VivoBook 14 X415EA-EK322WS Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-vivobook-14-x415ea-ek322ws-laptop-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-152268-v3-small-1.jpg?tr=q-80,33990,3479,86,Aug 2022,- Windows 11,"Intel Core i3 (11th Gen) 4.1 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,
MSI Modern 14 B5M-242IN Laptop (AMD...,MSI Modern 14 B5M-242IN Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/msi/msi-b5m-242in-152408-v1-small-1.jpg?tr=q-80,55999,3494,88,Aug 2022,- Windows 11,AMD Hexa-Core Ryzen 5 (5500U) 2.1 Ghz,Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 18.1 mm,HDMI Port,,
Asus VivoBook Pro 15 OLED K6500ZC-L...,Asus VivoBook Pro 15 OLED K6500ZC-L501WS Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-oled-k6500zc-l501ws-152901-v1-small-1.jpg?tr=q-80,84780,192,88,Aug 2022,- Windows 11,"Intel Core i5 (12th Gen) 2.0 Ghz, Octa-Core",Windows 11,"16 GB LPDDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,81
Asus VivoBook Pro 15 M6500IH-HN702W...,Asus VivoBook Pro 15 M6500IH-HN702WS Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-m6500ih-hn702ws-152899-v1-small-1.jpg?tr=q-80,66990,1,20,Aug 2022,- Windows 11,AMD Octa-Core Ryzen 7 (4800H) 2.9 Ghz,Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,76
Lenovo Ideapad Gaming 3 (82K2012LIN...,Lenovo Ideapad Gaming 3 (82K2012LIN) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-gaming-3-82k2012lin-152625-v1-small-1.jpg?tr=q-80,69990,274,86,Aug 2022,- Windows 11,AMD Hexa-Core Ryzen 5 (5600H) 3.3 Ghz,Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,78
Asus VivoBook Pro 15 OLED M6500IH-L...,Asus VivoBook Pro 15 OLED M6500IH-L1702WS Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-oled-m6500ih-l1702ws-152900-v1-small-1.jpg?tr=q-80,71990,3,100,Aug 2022,- Windows 11,AMD Octa-Core Ryzen 7 (4800H) 2.9 Ghz,Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,76
Asus VivoBook Ultra 14 K413EA-EB303...,Asus VivoBook Ultra 14 K413EA-EB303WS Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-k413ea-eb303ws-152896-v1-small-1.jpg?tr=q-80,32356,585,86,Aug 2022,- Windows 11,"Intel Core i3 (11th Gen) 1.7 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,
Asus VivoBook Ultra 14 K413EA-EB302...,Asus VivoBook Ultra 14 K413EA-EB302WS Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-k413ea-eb302ws-152897-v1-small-1.jpg?tr=q-80,31990,585,86,Aug 2022,- Windows 11,"Intel Core i3 (11th Gen) 1.7 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,
Dell Vostro 5620 (D552268WIN9S) Lap...,Dell Vostro 5620 (D552268WIN9S) Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/dell/dell-5620-d552268win9s-153624-v1-small-1.jpg?tr=q-80,74990,21,88,Aug 2022,- Windows 11,"Intel Core i5 (12th Gen) 4.4 Ghz, Deca-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","16"" (40.64 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,Slim 18.2 mm,HDMI Port,,74
Asus VivoBook Ultra 14 K413EA-EB301...,Asus VivoBook Ultra 14 K413EA-EB301WS Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-k413ea-eb301ws-152898-v1-small-1.jpg?tr=q-80,40990,585,86,Aug 2022,- Windows 11,"Intel Core i3 (11th Gen) 1.7 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,
Dell G15-5515 (D560542WIN9W) Laptop...,Dell G15-5515 (D560542WIN9W) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 10/4 GB) price in India,//www.91-img.com/pictures/laptops/dell/dell-g15-5515-d560542win9w-153466-v1-small-1.jpg?tr=q-80,77990,217,92,Aug 2022,- Windows 10,AMD Hexa-Core Ryzen 5 (5600H) 3.3 Ghz,Windows 10,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,79
Asus VivoBook Gaming F571LH-AL434T ...,Asus VivoBook Gaming F571LH-AL434T Laptop (Core i7 10th Gen/16 GB/1 TB 256 GB SSD/Windows 10/4 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-f571lh-al434t-149542-v1-small-1.jpg?tr=q-80,68890,166,84,Aug 2022,- Windows 10,"Intel Core i7 (10th Gen) 4.8 Ghz, Octa-Core",Windows 10,"16 GB DDR4 RAM, 1 TB HDD","15.6"" (39.62 cm), 1920 x 1080 px, LED Display",Wi-fi,Bluetooth,Web Camera,Slim 21 mm,HDMI Port,,76
HP Chromebook 14a-na1004TU Laptop (...,HP Chromebook 14a-na1004TU Laptop (Intel Celeron Dual Core/4 GB/64 GB eMMC/Google Chrome) price in India,//www.91-img.com/pictures/laptops/hp/hp-14a-na1004tu-152752-v1-small-1.jpg?tr=q-80,21591,1297,74,Aug 2022,- Google Chrome,"Intel Celeron Dual-Core 2.8 Ghz, Dual-Core",Google Chrome,4 GB LPDDR4 RAM,"14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 18 mm,,,
MSI Katana GF66 12UC-636IN Laptop (...,MSI Katana GF66 12UC-636IN Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/msi/msi-12uc-636in-152667-v1-small-1.jpg?tr=q-80,70989,46,88,Aug 2022,- Windows 11,"Intel Core i5 (12th Gen) 4.7 Ghz, Octa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,79
Asus VivoBook 15 X515EA-EJ522WS Lap...,Asus VivoBook 15 X515EA-EJ522WS Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-vivobook-15-x515ea-ej522ws-laptop-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-152145-v3-small-1.jpg?tr=q-80,39800,8235,86,Aug 2022,- Windows 11,"Intel Core i5 (11th Gen) 2.4 Ghz, Quad-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,72
Lenovo IdeaPad Flex 5 Gen 7 (82R900...,Lenovo IdeaPad Flex 5 Gen 7 (82R9008GIN) Laptop (AMD Hexa Core Ryzen 5/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-gen-7-82r9008gin-152108-v1-small-1.jpg?tr=q-80,69500,122,80,Aug 2022,- Windows 11,AMD Hexa-Core Ryzen 5 (5500U) 2.1 Ghz,Windows 11,"16 GB LPDDR4X RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1200 px Display",Wi-fi,Bluetooth,Web Camera,Slim 18 mm,HDMI Port,,75
Asus TUF Dash F15 FX517ZC-HN108WS L...,Asus TUF Dash F15 FX517ZC-HN108WS Laptop (Core i7 12th Gen/16 GB/1 TB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-fx517zc-hn108ws-152147-v1-small-1.jpg?tr=q-80,96990,220,90,Aug 2022,- Windows 11,"Intel Core i7 (12th Gen) 4.7 Ghz, Deca-Core",Windows 11,"16 GB DDR5 RAM, 1 TB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,83
HP Victus 15-fb0050AX (6F9V1PA) Lap...,HP Victus 15-fb0050AX (6F9V1PA) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/hp/hp-15-fb0050ax-6f9v1pa-152150-v1-small-1.jpg?tr=q-80,57999,26,94,Aug 2022,- Windows 11,AMD Hexa-Core Ryzen 5 (5600H) 4.2 Ghz,Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,79
HP Victus 15-fa0351TX (6N029PA) Lap...,HP Victus 15-fa0351TX (6N029PA) Laptop (Core i7 12th Gen/8 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/hp/hp-15-fa0351tx-6n029pa-152130-v1-small-1.jpg?tr=q-80,103483,14,82,Aug 2022,- Windows 11,"Intel Core i7 (12th Gen) 4.7 Ghz, Deca-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,81
Asus ROG Zephyrus G15 GA503RM-HQ057...,Asus ROG Zephyrus G15 GA503RM-HQ057WS Laptop (AMD Octa Core Ryzen 9/16 GB/1 TB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-ga503rm-hq057ws-152368-v1-small-1.jpg?tr=q-80,128000,3,100,Aug 2022,- Windows 11,AMD Octa-Core Ryzen 9 (6900HS) 4.8 Ghz,Windows 11,"16 GB DDR5 RAM, 1 TB SSD","15.6"" (39.62 cm), 2560 x 1440 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,83
Asus TUF Gaming F15 FX506HC-HN119W ...,Asus TUF Gaming F15 FX506HC-HN119W Laptop (Core i5 11th Gen/8 GB/1 TB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-fx506hc-hn119w-152131-v1-small-1.jpg?tr=q-80,66990,7,86,Aug 2022,- Windows 11,"Intel Core i5 (11th Gen) 4.5 Ghz, Hexa-Core",Windows 11,"8 GB DDR4 RAM, 1 TB SSD","15.6"" (39.62 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,,,,,
Asus ROG Zephyrus M16 GU603ZM-K8034...,Asus ROG Zephyrus M16 GU603ZM-K8034WS Laptop (Core i7 12th Gen/16 GB/512 GB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-gu603zm-k8034ws-152940-v1-small-1.jpg?tr=q-80,159990,1,60,Aug 2022,- Windows 11,Intel Core i7 (12th Gen) 2.3 Ghz,Windows 11,"16 GB DDR5 RAM, 512 GB SSD","16"" (40.64 cm), 2560 x 1600 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 20 mm,HDMI Port,,85
Asus ROG Strix Scar 15 G533ZXZ-LN11...,Asus ROG Strix Scar 15 G533ZXZ-LN116WS Laptop (Core i9 12th Gen/32 GB/1 TB SSD/Windows 11/16 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-g533zxz-ln116ws-152518-v1-small-1.jpg?tr=q-80,166220,4,60,Aug 2022,- Windows 11,Intel Core i9 (12th Gen) 2.5 Ghz,Windows 11,"32 GB DDR5 RAM, 1 TB SSD","15.6"" (39.62 cm), 2560 x 1440 px Display",Wi-fi,Bluetooth,,,HDMI Port,4 USB Ports,87
Lenovo Ideapad Slim 3i (81X800LAIN)...,Lenovo Ideapad Slim 3i (81X800LAIN) Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-ideapad-slim-3i-81x800lain-laptop-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-152116-v3-small-1.jpg?tr=q-80,34500,1764,82,Aug 2022,- Windows 11,"Intel Core i3 (11th Gen) 3.0 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, TN LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 20 mm,HDMI Port,,73
HP Pavilion x360 14-dy0212TU (6N0L9...,HP Pavilion x360 14-dy0212TU (6N0L9PA) Laptop (Core i3 11th Gen/8 GB/256 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-x360-14-dy0212tu-6n0l9pa-152117-v1-small-1.jpg?tr=q-80,42990,235,84,Aug 2022,- Windows 11,"Intel Core i3 (11th Gen) 4.0 Ghz, Quad-Core",Windows 11,"8 GB DDR4 RAM, 256 GB SSD","14"" (35.56 cm), 1366 x 768 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.1 mm,HDMI Port,,
Asus Zenbook Flip 14 OLED UP5401ZA-...,Asus Zenbook Flip 14 OLED UP5401ZA-KN711WS Laptop (Core i7 12th Gen/16 GB/1 TB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-oled-up5401za-kn711ws-152390-v1-small-1.jpg?tr=q-80,105441,2,70,Aug 2022,- Windows 11,Intel Core i7 (12th Gen) 2.3 Ghz,Windows 11,"16 GB LPDDR5 RAM, 1 TB SSD","14"" (35.56 cm), 2880 x 1880 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 16 mm,HDMI Port,3 USB Ports,80
HP 14s-dq3037TU (681Y5PA) Laptop (I...,HP 14s-dq3037TU (681Y5PA) Laptop (Intel Celeron Dual Core/8 GB/256 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-14s-dq3037tu-681y5pa-152107-v1-small-1.jpg?tr=q-80,23999,1303,74,Aug 2022,- Windows 11,"Intel Celeron Dual-Core 2.8 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 256 GB SSD","14"" (35.56 cm), 1366 x 768 px Display",Wi-fi,Bluetooth,Web Camera,Slim 18 mm,HDMI Port,,
HP 15s-ey1508AU (6Q0N0PA) Laptop (A...,HP 15s-ey1508AU (6Q0N0PA) Laptop (AMD Dual Core Ryzen 3/8 GB/256 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-15s-ey1508au-6q0n0pa-152089-v1-small-1.jpg?tr=q-80,29990,4496,84,Aug 2022,- Windows 11,AMD Dual-Core Ryzen 3 (3250) 2.6 Ghz,Windows 11,"8 GB DDR4 RAM, 256 GB SSD","15.6"" (39.62 cm), 1366 x 768 px Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,
Asus Vivobook S14 Flip TN3402QA-LZ5...,Asus Vivobook S14 Flip TN3402QA-LZ511WS Laptop (AMD Hexa Core Ryzen 5/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-s14-flip-tn3402qa-lz511ws-152085-v1-small-1.jpg?tr=q-80,64990,77,84,Aug 2022,- Windows 11,AMD Hexa-Core Ryzen 5 (5600H) 4.2 Ghz,Windows 11,"16 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1200 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19 mm,HDMI Port,,
Asus VivoBook 15 X712EA-AU511WS Lap...,Asus VivoBook 15 X712EA-AU511WS Laptop (Core i5 11th Gen/16 GB/1 TB 256 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x712ea-au511ws-152074-v1-small-1.jpg?tr=q-80,53990,197,88,Aug 2022,- Windows 11,"Intel Core i5 (11th Gen) 2.4 Ghz, Quad-Core",Windows 11,"16 GB DDR4 RAM, 1 TB HDD","17.3"" (43.94 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 21.4 mm,HDMI Port,,71
Dell Vostro 3425 (D552305WIN9BE) La...,Dell Vostro 3425 (D552305WIN9BE) Laptop (AMD Quad Core Ryzen 3/8 GB/256 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/dell/dell-3425-d552305win9be-152296-v1-small-1.jpg?tr=q-80,34700,350,80,Aug 2022,- Windows 11,AMD Quad-Core Ryzen 3 (5425U) 4.1 Ghz,Windows 11,"8 GB DDR4 RAM, 256 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
Asus VivoBook 15 X1502ZA-EZ311WS La...,Asus VivoBook 15 X1502ZA-EZ311WS Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x1502za-ez311ws-152075-v1-small-1.jpg?tr=q-80,36382,76,84,Aug 2022,- Windows 11,"Intel Core i3 (12th Gen) 1.1 Ghz, Deca-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 20 mm,HDMI Port,4 USB Ports,71
Asus Vivobook K15 OLED KM513UA-L511...,Asus Vivobook K15 OLED KM513UA-L511WS Laptop (AMD Hexa Core Ryzen 5/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-k15-oled-km513ua-l511ws-152136-v1-small-1.jpg?tr=q-80,49990,1871,88,Aug 2022,- Windows 11,AMD Hexa-Core Ryzen 5 (5500U) 2.1 Ghz,Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 18.6 mm,HDMI Port,,
